Código - PDM;Título - PDM;Descrição Longa - PDM;Descrição Curta - PDM;Característica - Descrição;Conteúdo - Descrição;Descrição Curta - Conteúdo;Unidade - Descrição;Sigla - Unidade
SMK-BICTAL;BALANCIM ICAMENTO CARGA;BALANCIM ICAMENTO CARGA;BALANCIM;LARGURA UTIL;1000~1500;;MILIMETRO;mm
SMK-BICTAL;BALANCIM ICAMENTO CARGA;BALANCIM ICAMENTO CARGA;BALANCIM;LARGURA UTIL;18000;;MILIMETRO;mm
SMK-BICTAL;BALANCIM ICAMENTO CARGA;BALANCIM ICAMENTO CARGA;BALANCIM;LARGURA UTIL;2000;;MILIMETRO;mm
SMK-BICTAL;BALANCIM ICAMENTO CARGA;BALANCIM ICAMENTO CARGA;BALANCIM;LARGURA UTIL;2000~5000;;MILIMETRO;mm
SMK-BICTAL;BALANCIM ICAMENTO CARGA;BALANCIM ICAMENTO CARGA;BALANCIM;LARGURA UTIL;300;;MILIMETRO;mm
SMK-BICTAL;BALANCIM ICAMENTO CARGA;BALANCIM ICAMENTO CARGA;BALANCIM;LARGURA UTIL;4000;;MILIMETRO;mm
SMK-BICTAL;BALANCIM ICAMENTO CARGA;BALANCIM ICAMENTO CARGA;BALANCIM;LARGURA UTIL;6000;;MILIMETRO;mm
SMK-BICTAL;BALANCIM ICAMENTO CARGA;BALANCIM ICAMENTO CARGA;BALANCIM;LARGURA UTIL;8000;;MILIMETRO;mm
SMK-BICTAL;BALANCIM ICAMENTO CARGA;BALANCIM ICAMENTO CARGA;BALANCIM;ALTURA;1000~3000;;MILIMETRO;mm
SMK-BICTAL;BALANCIM ICAMENTO CARGA;BALANCIM ICAMENTO CARGA;BALANCIM;ALTURA;180;;MILIMETRO;mm
SMK-BICTAL;BALANCIM ICAMENTO CARGA;BALANCIM ICAMENTO CARGA;BALANCIM;ALTURA;250;;MILIMETRO;mm
SMK-BICTAL;BALANCIM ICAMENTO CARGA;BALANCIM ICAMENTO CARGA;BALANCIM;ALTURA;300;;MILIMETRO;mm
SMK-BICTAL;BALANCIM ICAMENTO CARGA;BALANCIM ICAMENTO CARGA;BALANCIM;ALTURA;3000;;MILIMETRO;mm
SMK-BICTAL;BALANCIM ICAMENTO CARGA;BALANCIM ICAMENTO CARGA;BALANCIM;ALTURA;320;;MILIMETRO;mm
SMK-BICTAL;BALANCIM ICAMENTO CARGA;BALANCIM ICAMENTO CARGA;BALANCIM;ALTURA;600;;MILIMETRO;mm
SMK-BICTAL;BALANCIM ICAMENTO CARGA;BALANCIM ICAMENTO CARGA;BALANCIM;ALTURA;860;;MILIMETRO;mm
SMK-BICTAL;BALANCIM ICAMENTO CARGA;BALANCIM ICAMENTO CARGA;BALANCIM;QUANTIDADE OLHAL;1 OLHAL;;;
SMK-BICTAL;BALANCIM ICAMENTO CARGA;BALANCIM ICAMENTO CARGA;BALANCIM;QUANTIDADE OLHAL;2 OLHAIS;;;
SMK-BICTAL;BALANCIM ICAMENTO CARGA;BALANCIM ICAMENTO CARGA;BALANCIM;QUANTIDADE OLHAL;4 OLHAIS;;;
SMK-BICTAL;BALANCIM ICAMENTO CARGA;BALANCIM ICAMENTO CARGA;BALANCIM;QUANTIDADE OLHAL;8 OLHAIS;;;
SMK-BICTAL;BALANCIM ICAMENTO CARGA;BALANCIM ICAMENTO CARGA;BALANCIM;MEDIDA OLHAL;150 X 200;;MILIMETRO;mm
SMK-BICTAL;BALANCIM ICAMENTO CARGA;BALANCIM ICAMENTO CARGA;BALANCIM;MEDIDA OLHAL;150 X 300;;MILIMETRO;mm
SMK-BICTAL;BALANCIM ICAMENTO CARGA;BALANCIM ICAMENTO CARGA;BALANCIM;MEDIDA OLHAL;50;;MILIMETRO;mm
SMK-BICTAL;BALANCIM ICAMENTO CARGA;BALANCIM ICAMENTO CARGA;BALANCIM;MEDIDA OLHAL;50 X 50;;MILIMETRO;mm
SMK-BICTAL;BALANCIM ICAMENTO CARGA;BALANCIM ICAMENTO CARGA;BALANCIM;MEDIDA OLHAL;60 X 120;;MILIMETRO;mm
SMK-BICTAL;BALANCIM ICAMENTO CARGA;BALANCIM ICAMENTO CARGA;BALANCIM;MEDIDA OLHAL;60 X 250;;MILIMETRO;mm
SMK-BICTAL;BALANCIM ICAMENTO CARGA;BALANCIM ICAMENTO CARGA;BALANCIM;MEDIDA OLHAL;60 X 90;;MILIMETRO;mm
SMK-BICTAL;BALANCIM ICAMENTO CARGA;BALANCIM ICAMENTO CARGA;BALANCIM;MEDIDA OLHAL;80 X 120;;MILIMETRO;mm
SMK-BICTAL;BALANCIM ICAMENTO CARGA;BALANCIM ICAMENTO CARGA;BALANCIM;MEDIDA OLHAL;80 X 150;;MILIMETRO;mm
SMK-BICTAL;BALANCIM ICAMENTO CARGA;BALANCIM ICAMENTO CARGA;BALANCIM;MEDIDA OLHAL;90 X 170;;MILIMETRO;mm
SMK-BICTAL;BALANCIM ICAMENTO CARGA;BALANCIM ICAMENTO CARGA;BALANCIM;QUANTIDADE GANCHO;1;;;
SMK-BICTAL;BALANCIM ICAMENTO CARGA;BALANCIM ICAMENTO CARGA;BALANCIM;QUANTIDADE GANCHO;2;;;
SMK-BICTAL;BALANCIM ICAMENTO CARGA;BALANCIM ICAMENTO CARGA;BALANCIM;QUANTIDADE GANCHO;3;;;
SMK-BICTAL;BALANCIM ICAMENTO CARGA;BALANCIM ICAMENTO CARGA;BALANCIM;QUANTIDADE GANCHO;4;;;
SMK-BICTAL;BALANCIM ICAMENTO CARGA;BALANCIM ICAMENTO CARGA;BALANCIM;QUANTIDADE GANCHO;6;;;
SMK-BICTAL;BALANCIM ICAMENTO CARGA;BALANCIM ICAMENTO CARGA;BALANCIM;TIPO GANCHO;ARTICULAVEL;;;
SMK-BICTAL;BALANCIM ICAMENTO CARGA;BALANCIM ICAMENTO CARGA;BALANCIM;BALANCA;COM BALANCA;C/BAL;;
SMK-BICTAL;BALANCIM ICAMENTO CARGA;BALANCIM ICAMENTO CARGA;BALANCIM;BALANCA;SEM BALANCA;S/BAL;;
SMK-BICTAL;BALANCIM ICAMENTO CARGA;BALANCIM ICAMENTO CARGA;BALANCIM;ACESSORIO;;;;
SMK-BICTAL;BALANCIM ICAMENTO CARGA;BALANCIM ICAMENTO CARGA;BALANCIM;FABRICANTE-REFERENCIA;;;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;TIPO BICO;ENGATE RAPIDO;ENG RAP;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;TIPO BICO;ESPIGAO;ESPIG;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;DIAMETRO INTERNO MANGUEIRA;1/2;1/2;POLEGADA;""""
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;DIAMETRO INTERNO MANGUEIRA;3/4;3/4;POLEGADA;""""
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;MATERIAL BICO;POLIETILENO;PE;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;MATERIAL BICO;POLIPROPILENO;PP;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;MATERIAL BICO;ZAMAC;ZAM;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;DIMENSAO ROSCA;1/2;1/2;POLEGADA;""""
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;DIMENSAO ROSCA;3/4;3/4;POLEGADA;""""
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;TIPO ROSCA;BSP;BSP;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;TIPO ROSCA;NPT;NPT;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;MATERIAL ROSCA;BRONZE;BRO;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;MATERIAL ROSCA;POLIPROPILENO;PP;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;MATERIAL ROSCA;ZAMAC;ZAM;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;"AEROQUIP-1.11/16""-12";"AEROQUIP-1.11/16""-12";;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-15L28 8 8;AEROQUIP-15L28 8 8;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-16848-10-10;AEROQUIP-16848-10-10;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-18DSB6;AEROQUIP-18DSB6;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-190260-16S;AEROQUIP-190260-16S;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-190264-12S;AEROQUIP-190264-12S;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-190264-20-20;AEROQUIP-190264-20-20;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-190264-8S;AEROQUIP-190264-8S;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-190600-06;AEROQUIP-190600-06;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-190600-08;AEROQUIP-190600-08;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-190600-10;AEROQUIP-190600-10;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-190600-12;AEROQUIP-190600-12;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-190600-16;AEROQUIP-190600-16;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-190627-8-10;AEROQUIP-190627-8-10;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-190634-24-24S;AEROQUIP-190634-24-24S;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-190800-4S;AEROQUIP-190800-4S;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-191100-04-04;AEROQUIP-191100-04-04;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-191100-05-04;AEROQUIP-191100-05-04;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-191100-06-04;AEROQUIP-191100-06-04;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-191100-06-06;AEROQUIP-191100-06-06;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-191100-08-06;AEROQUIP-191100-08-06;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-191100-08-08;AEROQUIP-191100-08-08;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-191100-10-08;AEROQUIP-191100-10-08;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-191100-10-10;AEROQUIP-191100-10-10;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-191100-12-08;AEROQUIP-191100-12-08;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-191100-12-10;AEROQUIP-191100-12-10;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-191100-12-12;AEROQUIP-191100-12-12;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-191100-16-12;AEROQUIP-191100-16-12;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-191100-16-16;AEROQUIP-191100-16-16;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-191101-02-04;AEROQUIP-191101-02-04;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-191101-04-06;AEROQUIP-191101-04-06;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-191101-06-04;AEROQUIP-191101-06-04;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-191101-06-06;AEROQUIP-191101-06-06;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-191101-08-06;AEROQUIP-191101-08-06;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-191101-08-08;AEROQUIP-191101-08-08;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-191101-08-10;AEROQUIP-191101-08-10;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-191101-08-12;AEROQUIP-191101-08-12;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-191101-12-12;AEROQUIP-191101-12-12;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-191101-16-16;AEROQUIP-191101-16-16;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-191103-04-04;AEROQUIP-191103-04-04;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-191103-05-04;AEROQUIP-191103-05-04;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-191103-06-04;AEROQUIP-191103-06-04;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-191103-06-06;AEROQUIP-191103-06-06;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-191103-08-06;AEROQUIP-191103-08-06;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-191103-08-08;AEROQUIP-191103-08-08;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-191103-10-08;AEROQUIP-191103-10-08;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-191103-10-10;AEROQUIP-191103-10-10;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-191103-12-08;AEROQUIP-191103-12-08;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-191103-12-12;AEROQUIP-191103-12-12;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-191103-16-12;AEROQUIP-191103-16-12;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-191103-16-16;AEROQUIP-191103-16-16;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-191109-32-32;AEROQUIP-191109-32-32;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-191118-04-04;AEROQUIP-191118-04-04;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-191118-05-04;AEROQUIP-191118-05-04;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-191118-06-04;AEROQUIP-191118-06-04;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-191118-06-06;AEROQUIP-191118-06-06;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-191118-08-06;AEROQUIP-191118-08-06;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-191118-08-08;AEROQUIP-191118-08-08;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-191118-10-08;AEROQUIP-191118-10-08;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-191118-10-10;AEROQUIP-191118-10-10;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-191118-12-12;AEROQUIP-191118-12-12;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-191118-16-16;AEROQUIP-191118-16-16;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-191119-04-04;AEROQUIP-191119-04-04;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-191119-06-04;AEROQUIP-191119-06-04;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-191119-06-06;AEROQUIP-191119-06-06;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-191119-08-06;AEROQUIP-191119-08-06;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-191119-08-08;AEROQUIP-191119-08-08;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-191119-10-08;AEROQUIP-191119-10-08;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-191119-10-10;AEROQUIP-191119-10-10;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-191119-12-08;AEROQUIP-191119-12-08;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-191119-12-12;AEROQUIP-191119-12-12;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-191119-16-16;AEROQUIP-191119-16-16;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-191200-32-32;AEROQUIP-191200-32-32;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-1A10DK6;AEROQUIP-1A10DK6;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-1A10DL6;AEROQUIP-1A10DL6;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-1A10DLB6;AEROQUIP-1A10DLB6;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-1A10DS6;AEROQUIP-1A10DS6;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-1A10DSB6;AEROQUIP-1A10DSB6;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-1A10EK6;AEROQUIP-1A10EK6;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-1A12BF12;AEROQUIP-1A12BF12;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-1A12BFA12;AEROQUIP-1A12BFA12;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-1A12BFB12;AEROQUIP-1A12BFB12;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-1A12DK8;AEROQUIP-1A12DK8;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-1A12DL8;AEROQUIP-1A12DL8;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-1A12DLA8;AEROQUIP-1A12DLA8;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-1A12DLB8;AEROQUIP-1A12DLB8;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-1A12DS8;AEROQUIP-1A12DS8;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-1A12DSA8;AEROQUIP-1A12DSA8;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-1A12DSB8;AEROQUIP-1A12DSB8;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-1A12EK8;AEROQUIP-1A12EK8;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-1A12FL12;AEROQUIP-1A12FL12;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-1A12FLA12;AEROQUIP-1A12FLA12;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-1A12FLB12;AEROQUIP-1A12FLB12;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-1A16BJ10;AEROQUIP-1A16BJ10;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-1A16DK10;AEROQUIP-1A16DK10;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-1A16DL10;AEROQUIP-1A16DL10;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-1A16DLB10;AEROQUIP-1A16DLB10;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-1A16DS10;AEROQUIP-1A16DS10;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-1A16DSB10;AEROQUIP-1A16DSB10;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-1A16FL12;AEROQUIP-1A16FL12;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-1A16FL16;AEROQUIP-1A16FL16;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-1A16FLA12;AEROQUIP-1A16FLA12;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-1A16FLA16;AEROQUIP-1A16FLA16;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-1A16FLB12;AEROQUIP-1A16FLB12;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-1A16FLB16;AEROQUIP-1A16FLB16;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-1A20DK12;AEROQUIP-1A20DK12;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-1A20DL12;AEROQUIP-1A20DL12;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-1A20DLB12;AEROQUIP-1A20DLB12;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-1A20DS12;AEROQUIP-1A20DS12;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-1A20DSB12;AEROQUIP-1A20DSB12;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-1A20EK12;AEROQUIP-1A20EK12;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-1A20FLB16;AEROQUIP-1A20FLB16;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-1A24FL24;AEROQUIP-1A24FL24;;
SMK-BICTO;BICO TORNEIRA;BICO TORNEIRA;BICO TORN;FABRICANTE-REFERENCIA;AEROQUIP-1A25DL16;AEROQUIP-1A25DL16;;
